id,name,symbol,slug,cmc_rank,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,pull_timestamp
1,Bitcoin,BTC,bitcoin,1,86112.23073733333,60203725873.78429,1718466957296.4504,-0.01824031,-5.29615637,-0.85303979,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
1027,Ethereum,ETH,ethereum,2,2822.2856934409047,20833535046.68838,340637192062.9573,-0.15164202,-5.91692675,-0.39168546,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
825,Tether USDt,USDT,tether,3,0.9999758371153586,93196101285.22908,184600644848.1866,-0.00415385,-0.02702599,0.04593911,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
52,XRP,XRP,xrp,4,2.041219359048399,3715888629.2093234,123150101992.52068,0.29012504,-6.98943093,-1.03384462,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
1839,BNB,BNB,bnb,5,826.3144534844091,2101051707.0667996,113813478520.01833,0.24141592,-5.39158367,-3.1202579,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
3408,USDC,USDC,usd-coin,6,0.9998212235492684,9792382205.85446,76566848967.67805,-0.0010454,-0.00460473,0.01387578,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
5426,Solana,SOL,solana,7,126.5234136063425,4824553222.423578,70809367234.7915,0.22789572,-7.21378299,-3.19293384,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
1958,TRON,TRX,tron,8,0.2772031356188162,654843259.325001,26245816634.687946,-0.21475089,-1.00894705,0.03687404,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
74,Dogecoin,DOGE,dogecoin,9,0.13691411536551998,1394919125.3463724,20810650675.089203,-0.16066946,-8.1033177,-6.44569188,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
2010,Cardano,ADA,cardano,10,0.3826903246042441,710191417.6483972,13738081453.575323,-0.47407142,-8.24600773,-7.27546634,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
1831,Bitcoin Cash,BCH,bitcoin-cash,11,522.5058588973845,672350373.4552916,10429550041.076843,0.41589909,-0.02085472,-3.86598988,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
32196,Hyperliquid,HYPE,hyperliquid,12,30.77549594284243,367750059.282243,10361654591.349514,0.68944126,-8.88491887,-2.39758272,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
3957,UNUS SED LEO,LEO,unus-sed-leo,13,9.88206389691222,635578.66802691,9111520260.672863,-0.13069855,0.24158398,4.4091061,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
1975,Chainlink,LINK,chainlink,14,12.127502256905164,585049418.0355984,8451049589.3880415,0.16168289,-6.78712661,-3.63220394,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
328,Monero,XMR,monero,15,419.54217977693065,218484005.34207377,7739187218.471283,0.29470552,1.38086,9.65558566,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
512,Stellar,XLM,stellar,16,0.23122127091688277,163721263.69421315,7471507062.421212,-0.113575,-8.68390782,-6.63810479,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
29470,Ethena USDe,USDe,ethena-usde,17,0.9992284061304232,93338609.36270554,7152511453.722043,-0.00117396,-0.02741276,0.03492306,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
2,Litecoin,LTC,litecoin,18,77.2403812113561,534125471.2956176,5915050201.779195,-0.03551481,-7.95051175,-7.76585661,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
1437,Zcash,ZEC,zcash,19,357.60506396809285,1096718989.0475373,5870444252.892275,-0.18050559,-21.81685934,-33.57474762,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
4642,Hedera,HBAR,hedera,20,0.13347572348648828,201782573.00864202,5669449515.213794,-0.64070078,-6.67557792,-9.3676143,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
5805,Avalanche,AVAX,avalanche,21,12.962325654266095,448121940.10941523,5560910431.589338,0.20507625,-8.05591074,-3.65253185,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
4943,Dai,DAI,multi-collateral-dai,22,0.9996888033150982,122204508.14838678,5363713013.354573,-0.00010105,-0.04462024,-0.02226006,2025-12-01 07:11:00+00:00,2025-12-01 07:12:29.591000+00:00
20947,Sui,SUI,sui,23,1.3657062361625316,737218896.4813188,5027609165.650888,-0.73051027,-9.49945973,-1.6580062,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
5994,Shiba Inu,SHIB,shiba-inu,24,8.000225324675106e-06,125344982.18075827,4714088165.475801,-0.24581109,-5.99815347,0.09153233,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
33251,World Liberty Financial,WLFI,world-liberty-financial-wlfi,25,0.1511398331482157,171345812.3442961,4040393992.015102,-1.90491287,-5.52977034,-1.56404719,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
27772,PayPal USD,PYUSD,paypal-usd,26,0.999586450308692,38821819.3207043,3866879168.2862215,0.01070555,-0.01343326,-0.00957848,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
3635,Cronos,CRO,cronos,27,0.10059845157312138,16876922.17071053,3755540458.1538196,0.39042873,-6.63028034,-5.38922487,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
11419,Toncoin,TON,toncoin,28,1.490501311653041,122038348.19630648,3712009249.2382293,0.71493023,-4.48340693,1.80399896,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
7083,Uniswap,UNI,uniswap,29,5.50909309309385,350406567.8416312,3472549556.5728116,-0.05561527,-9.92243296,-11.96946693,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
6636,Polkadot,DOT,polkadot-new,30,2.0159852095426865,189218869.0159069,3308105218.24544,-0.58110772,-10.92165832,-11.55053069,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
27075,Mantle,MNT,mantle,31,0.9880217749110486,225002067.64529386,3213979559.5366564,0.49501493,-8.45039153,-2.98731805,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
37263,Canton,CC,canton-network,32,0.08351283386783898,16337340.41835689,2973151285.8898363,-1.41323341,-2.45747991,-2.58584302,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
22974,Bittensor,TAO,bittensor,33,268.75968499808874,146258070.6131757,2798488313.0199575,0.67657056,-8.70625447,-4.78812322,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
36148,World Liberty Financial USD,USD1,usd1,34,0.9991641078867958,325698594.5904463,2689055272.794052,-0.01503918,-0.03963675,0.02895695,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
7278,Aave,AAVE,aave,35,165.5632318261569,290863248.0441986,2528970740.017466,-0.65671734,-10.50653435,-2.90588957,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
11092,Bitget Token,BGB,bitget-token-new,36,3.457716071566097,60652194.89777961,2412423730.475759,0.04955196,-4.19509636,-2.33921448,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
36341,Aster,ASTER,aster,37,0.9993647250724673,356841397.2152478,2371292619.6519504,-0.09298308,-5.41203882,-12.03678447,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
6535,NEAR Protocol,NEAR,near-protocol,38,1.6643335863482795,187311989.20159712,2132577879.908275,-0.43342335,-9.95719084,-10.25569877,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
3897,OKB,OKB,okb,39,99.09048899414948,43693052.16213444,2080900268.877139,-0.30377081,-6.15971164,-5.43363289,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
1321,Ethereum Classic,ETC,ethereum-classic,40,12.839966612653757,94894076.61064892,1984291013.264217,-0.094779,-7.03024747,-6.43993885,2025-12-01 07:10:00+00:00,2025-12-01 07:12:29.591000+00:00
